True Solar,True Wind,Predicted Solar,Predicted Wind
0.0,0.0015801126,-0.0022208667,0.0018541674
0.0,0.0016566992,-0.002204513,0.0018802166
0.0,0.0014670293,-0.0021869792,0.0018117201
0.0,0.001536533,-0.0021081024,0.0017865614
0.0,0.0016516263,-0.0020458156,0.0017053005
0.0,0.0014891468,-0.0019389496,0.0015618387
0.0,0.0015115369,-0.0017794825,0.0014744265
0.0,0.0015190894,-0.0015840849,0.0014761508
0.0,0.0014882958,-0.0014353157,0.0014134822
0.0,0.0014168837,-0.0012598298,0.0013846817
0.0,0.0016813956,-0.0010718954,0.0013860258
0.0,0.0016009468,-0.00093831896,0.0011783317
0.0,0.0015136322,-0.00067320274,0.0011452811
0.0,0.001372508,-0.00040878812,0.0011698296
0.0,0.0013607393,-0.00021518498,0.0010847802
0.0,0.0015254188,2.9324214e-05,0.0010735878
0.0,0.001553136,0.00024687476,0.0010443501
0.0,0.0014528631,0.0004034361,0.0007483102
0.0,0.0012262209,0.00073198153,0.0007180048
0.0,0.0010007388,0.0009680871,0.00030043448
0.0,0.0011788948,0.0012494456,0.000105754756
0.0,0.0012849858,0.0016450741,0.00032423466
0.0,0.0011828311,0.0019759294,0.00056003395
0.0,0.00097573333,0.0021774548,0.00036287736
0.0,0.0009967565,0.0025427782,4.07395e-05
0.0026348012,0.0008949893,0.007675155,0.0023069724
0.01268858,0.0010015742,0.016930738,0.005062877
0.019054605,0.0010858299,0.04017682,0.0074158474
0.025201712,0.0012560147,0.06600874,0.0065289414
0.037158977,0.0011282018,0.08919583,0.005096349
0.055429146,0.0012126706,0.112130806,0.0025554546
0.07817315,0.0014854923,0.1402183,0.0002951474
0.09141958,0.0015452973,0.17376304,0.0005111708
0.12659292,0.0019410328,0.1310149,-0.00041203285
0.12369823,0.0022061549,0.20343624,0.0024483497
0.15117376,0.002491388,0.13592081,-0.0038059282
0.21491712,0.0030688806,0.18029869,0.003601726
0.20795777,0.004081027,0.29988417,0.0071450574
0.2926055,0.0042951102,0.25099093,0.005626317
0.32244152,0.0053069703,0.39833754,0.009301823
0.35214803,0.0060721585,0.4278079,0.0063568014
0.38132998,0.0073870565,0.44965565,0.006616838
0.40926298,0.009217064,0.46857172,0.0072630984
0.436358,0.010502376,0.48600167,0.0082204975
0.462777,0.011851902,0.5036384,0.009251819
0.488628,0.014919976,0.52074623,0.010299262
0.51263577,0.0153788095,0.5389296,0.011440225
0.53483397,0.017064417,0.5574515,0.012556258
0.5550675,0.01851619,0.57401496,0.013541992
0.57474077,0.025533512,0.5901879,0.015366498
0.593206,0.024976626,0.60648835,0.018468628
0.61081576,0.02854964,0.62238204,0.021864677
0.62783074,0.030636681,0.63738334,0.02460014
0.6439345,0.033824105,0.653247,0.02763395
0.6594315,0.03686961,0.6659054,0.030318825
0.67284477,0.041853305,0.6782239,0.03360628
0.68530023,0.04280196,0.6887503,0.03843736
0.6963847,0.04831644,0.6993277,0.04334343
0.7060928,0.050959513,0.70994663,0.049328815
0.715231,0.064807706,0.71957463,0.055099647
0.72323596,0.06619189,0.7293894,0.0621366
0.72971773,0.07120714,0.7359006,0.067160875
0.73513424,0.07447664,0.74120545,0.07258019
0.7392623,0.07998494,0.7457222,0.07774807
0.742616,0.09056212,0.7489524,0.08221087
0.74629796,0.095435776,0.7506978,0.08794076
0.7474993,0.102522,0.7532405,0.09345001
0.7472343,0.1051264,0.754003,0.09854474
0.7456125,0.10747604,0.75377744,0.106304064
0.74256825,0.119439155,0.7521597,0.11075681
0.74100876,0.12962556,0.74941075,0.117359355
0.7364905,0.13610043,0.7456516,0.123447366
0.73005223,0.13928327,0.7411701,0.12717375
0.722446,0.14119667,0.73647547,0.13258009
0.7126982,0.1552376,0.7307064,0.13633119
0.7024985,0.1562983,0.72316235,0.14202842
0.69108623,0.1536574,0.7156938,0.14611177
0.6787005,0.16185394,0.7076453,0.14750454
0.6656915,0.17199793,0.6986485,0.15317102
0.65085477,0.1722203,0.68903726,0.1580485
0.6350765,0.17200978,0.6761993,0.15953682
0.61817646,0.16554746,0.65928596,0.15856497
0.6000052,0.1748996,0.6407218,0.15664968
0.581153,0.16379513,0.62030995,0.15447839
0.56071,0.16184518,0.59966195,0.15211
0.5395435,0.1676187,0.577663,0.14954138
0.5168715,0.17216814,0.5555966,0.14701945
0.49258897,0.16299787,0.532191,0.1444218
0.46617898,0.17148852,0.5089551,0.14188394
0.4388795,0.16998614,0.48405534,0.13940817
0.41076875,0.1567849,0.45903236,0.13706443
0.3822955,0.12521802,0.43215793,0.13013068
0.35279024,0.11936434,0.39832646,0.10131337
0.32162973,0.104912065,0.37026334,0.085144326
0.29018652,0.09482728,0.34117168,0.07491052
0.2579925,0.08116184,0.31069958,0.06583957
0.22561964,0.07690248,0.28029677,0.057282746
0.19323476,0.063340925,0.25014365,0.048776038
0.16051178,0.052710254,0.21896519,0.040254522
0.12934469,0.04424641,0.19102137,0.032901786
0.1002023,0.03803039,0.16452356,0.027110472
0.07405325,0.033131257,0.13637482,0.022820612
0.05153485,0.026539106,0.10902876,0.018905044
0.03395015,0.02286805,0.08753799,0.015593328
0.02233874,0.017379943,0.06639502,0.012687492
0.017033773,0.015625235,0.047192026,0.009770237
0.011240432,0.011432762,0.0291008,0.0087577095
0.00184998,0.008727961,0.012735681,0.0076156515
0.0,0.007205147,-0.00047750724,0.0073537887
0.0,0.005262592,-0.0071840226,0.008684051
0.0,0.004626053,-0.010687934,0.007233503
0.0,0.0037120662,-0.0070824465,0.0062734233
0.0,0.003225479,-0.004636585,0.0055531473
0.0,0.0024680707,-0.0031161774,0.004665087
0.0,0.0018283364,-0.002239245,0.0036095327
0.0,0.0017127695,-0.0020812307,0.0023351873
0.0,0.001423055,-0.0020764624,0.0015704079
0.0,0.00121576,-0.0019654427,0.0015026575
0.0,0.0011529172,-0.0019120779,0.0014723869
0.0,0.0013549486,-0.0019362363,0.0010797005
0.0,0.0009949898,-0.0019034662,0.0010330235
0.0,0.0009843078,-0.0020436612,0.00069645577
0.0,0.0009064143,-0.0021794913,0.00051684835
0.0,0.00085026986,-0.0023171406,0.00050466764
0.0,0.0012050436,-0.0024589996,0.00051504665
0.0,0.0012074675,-0.0025903594,0.0007946904
0.0,0.0011164206,-0.0027211604,0.0009174735
0.0,0.0011721556,-0.0028659808,0.0008662983
0.0,0.0012083707,-0.0029982533,0.0007963172
0.0,0.0012499456,-0.003107516,0.00073325005
0.0,0.0013951422,-0.003203262,0.0006684564
0.0,0.001511065,-0.0032562295,0.0006529774
0.0,0.0016378348,-0.0032949974,0.000978558
0.0,0.001702693,-0.0033460276,0.0011311604
0.0,0.0013146413,-0.0034265993,0.0010604351
0.0,0.001457097,-0.0034713151,0.0009969226
0.0,0.0014073577,-0.003513324,0.00090753374
0.0,0.0016283232,-0.0034816093,0.0008587072
0.0,0.0014470973,-0.0034328515,0.00083828066
0.0,0.0016433191,-0.003395077,0.00080356665
0.0,0.0016682278,-0.0033780588,0.0007164248
0.0,0.0014129312,-0.0033564335,0.0006026786
0.0,0.0014469423,-0.0033048694,0.0005159902
0.0,0.001426899,-0.0032831074,0.00023032328
0.0,0.001274592,-0.003140609,1.3136685e-05
0.0,0.0011710929,-0.0030651658,-0.0005895721
0.0,0.001169362,-0.0028844646,-0.00071410206
0.0,0.0011834758,-0.0026921218,-0.0007396876
0.0,0.0012157112,-0.0025508155,-0.0008210116
0.0,0.0010511824,-0.0023967065,-0.0010661812
0.0,0.000964526,-0.0020988015,-0.0012846144
0.0,0.0008321118,-0.0017679775,-0.00133496
0.0,0.00096742524,-0.001481441,-0.001331993
0.0,0.0009124776,-0.0012289224,-0.0013465936
0.0,0.0007361806,-0.0010295822,-0.0014716766
0.0,0.0007556216,-0.0007266668,-0.0017441766
0.0,0.00076884084,-0.00036309747,-0.0017289396
0.0,0.0006780036,-4.433091e-05,-0.0017139546
0.0,0.0006345402,0.00021730218,-0.0019684297
0.0,0.0005008096,0.00052120484,-0.0020871945
0.0,0.00055440405,0.00080032507,-0.0021234215
0.0,0.0004957858,0.0010509158,-0.0022432173
0.0,0.00046153704,0.0013969638,-0.0024788314
0.0,0.000428966,0.001726661,-0.002605037
0.0,0.00053167815,0.0020731655,-0.0025878458
0.0,0.0004686057,0.0023547413,-0.002569587
0.0,0.0004735464,0.002575005,-0.0025629639
0.0,0.0005519982,0.0027529867,-0.0026169554
0.0,0.0005268737,0.0030174449,-0.0026394927
0.0019442238,0.00061490835,0.007725288,3.553372e-05
0.0119790295,0.0005686573,0.016232986,0.0033054177
0.01798437,0.00058739184,0.039632417,0.006426534
0.023950776,0.0006172285,0.06644123,0.006280862
0.03590485,0.00077340123,0.089809544,0.004483092
0.054096475,0.0006894017,0.11309309,0.0018980871
0.06842227,0.000809816,0.14172602,-6.864686e-05
0.0960171,0.001160357,0.10717359,0.0008715244
0.08420722,0.0016172935,0.16204226,0.0008206379
0.100112826,0.0023739904,0.0637973,-0.0074657374
0.17532587,0.0029886523,0.07950875,-0.0044354796
0.16628788,0.004392698,0.2225906,0.005489596
0.16303715,0.004730827,0.20421445,0.0042428053
0.26683,0.005596504,0.16548787,-0.00059050147
0.32544625,0.0068226377,0.3283843,0.009313507
0.35560998,0.0081319865,0.42864415,0.0077715726
0.38502625,0.009734254,0.45582566,0.0067673335
0.41338676,0.01159581,0.4751279,0.008071259
0.4411415,0.013251029,0.49130812,0.008958978
0.46742025,0.015637003,0.50826406,0.00993539
0.49187997,0.016304493,0.5249563,0.010970961
0.515877,0.019740418,0.5409034,0.012083045
0.5370422,0.022409037,0.55849195,0.013479385
0.55795497,0.023347085,0.5750018,0.015204871
0.577345,0.029003771,0.5918909,0.018208336
0.596154,0.030401573,0.6081198,0.021563075
0.6135635,0.034975633,0.62414396,0.025083538
0.632723,0.03980844,0.6394449,0.028802484
0.6490557,0.044862323,0.65648055,0.03261304
0.66329575,0.04760937,0.67111397,0.038607564
0.6767508,0.055995036,0.6842075,0.046294987
0.68883425,0.06254657,0.69635445,0.054073848
0.70013654,0.07274818,0.7080475,0.061889198
0.7098392,0.0722752,0.7191641,0.069793135
0.7184395,0.083960555,0.7285379,0.07672656
0.726516,0.09824208,0.73444223,0.08274993
0.735191,0.10546263,0.7398622,0.090201154
0.74059504,0.107970364,0.74649996,0.099576436
0.7453065,0.12073449,0.7504826,0.10798234
0.748127,0.12119936,0.75439876,0.1169856
0.749723,0.13233915,0.7567457,0.12233533
0.750384,0.13672283,0.75857407,0.12978113
0.75009125,0.14120424,0.7593063,0.1376631
0.748347,0.14584239,0.7587066,0.14272441
0.74500775,0.15739003,0.75715595,0.14435236
0.7411115,0.15820926,0.7543037,0.14892082
0.7353558,0.14734721,0.75134486,0.15275428
0.728948,0.15298395,0.7469849,0.15393364
0.721035,0.14988883,0.74170554,0.15383466
0.7122515,0.16153033,0.73542255,0.15315384
0.702062,0.16120857,0.72845495,0.15247034
0.69073904,0.15938705,0.7205974,0.15182708
0.67788,0.16270669,0.712221,0.15188375
0.66413075,0.16067612,0.70241827,0.15196766
0.64960474,0.15028824,0.6892501,0.150896
0.6336662,0.15441373,0.673056,0.14950773
0.616735,0.14514641,0.6550062,0.14176458
0.598305,0.14568178,0.6360506,0.13420886
0.579254,0.1432046,0.6159428,0.1299467
0.5591552,0.14584087,0.5956144,0.12706068
0.537763,0.14528577,0.57495147,0.124573864
0.51526576,0.14785248,0.5528935,0.121957034
0.49113727,0.14437287,0.52947575,0.11929997
0.46492648,0.14984623,0.5059265,0.116747744
0.43788522,0.14584169,0.48143378,0.11424715
0.4100255,0.13488024,0.45643094,0.111874685
0.38187,0.11110496,0.42981586,0.10484061
0.35197476,0.105472766,0.40059274,0.08680648
0.32134077,0.102028534,0.3755978,0.07675681
0.290099,0.092963375,0.34692168,0.071275204
0.25798616,0.08714098,0.3162511,0.06536552
0.22571027,0.0823415,0.28536588,0.06029106
0.19327205,0.0715671,0.2568132,0.053175412
0.160741,0.061157305,0.22724764,0.04480539
0.12967537,0.05568983,0.19802655,0.03649302
0.1006363,0.044599418,0.17026177,0.030723033
0.0743051,0.038439404,0.14304493,0.026032433
0.0513797,0.03299545,0.11405494,0.022101218
0.03341325,0.025880199,0.088730246,0.019087713
0.022093767,0.021676544,0.06728924,0.0154528245
0.016673788,0.017722618,0.049184695,0.013211869
0.011132865,0.01437424,0.031061588,0.01099991
0.0018163801,0.011758196,0.015078631,0.009330585
0.0,0.008731203,0.001957551,0.009172219
0.0,0.007127066,-0.0050234995,0.011511703
0.0,0.0058565345,-0.009341175,0.009977223
0.0,0.0055178,-0.005668222,0.009422332
0.0,0.0053365887,-0.003144179,0.009444635
0.0,0.0040053506,-0.0016591185,0.008832884
0.0,0.0043080063,-0.0010706474,0.007941659
0.0,0.0040816227,-0.0010711254,0.007226617
0.0,0.003198297,-0.0011512439,0.0063008475
0.0,0.0034252424,-0.0012506904,0.0057237465
0.0,0.0034672807,-0.0013219676,0.0055586337
0.0,0.0029808115,-0.0014689985,0.0054763216
0.0,0.0030171943,-0.0015756285,0.004860454
0.0,0.0030696634,-0.0016308373,0.004446546
0.0,0.0029080394,-0.0016944652,0.004344899
0.0,0.0030710537,-0.0017620978,0.0043343287
0.0,0.0026717456,-0.0018622956,0.004318596
0.0,0.002823504,-0.0019941956,0.0042640185
0.0,0.0028534879,-0.0021131812,0.0042279665
0.0,0.0031694763,-0.002240226,0.0041786195
0.0,0.00314891,-0.0023394118,0.0041563343
0.0,0.0027778274,-0.0024476375,0.004112858
0.0,0.002855944,-0.0025070745,0.004043054
0.0,0.0028815016,-0.0026313623,0.0044416655
0.0,0.0033770725,-0.00274589,0.0046423767
0.0,0.0034199946,-0.0028487763,0.004550867
0.0,0.003791425,-0.0028987261,0.004458686
0.0,0.0034138733,-0.0029371276,0.0043369154
0.0,0.0034886922,-0.0029359604,0.004251541
0.0,0.0036895399,-0.0029330424,0.004167856
0.0,0.0043115797,-0.0029246977,0.0042556915
0.0,0.0042668744,-0.0029882137,0.004778471
0.0,0.0038853118,-0.0029913369,0.0048058177
0.0,0.0037486015,-0.0030150483,0.004427293
0.0,0.0038982916,-0.002959939,0.003417897
0.0,0.0037019765,-0.0028516944,0.0028591668
0.0,0.0036069592,-0.0026202858,0.0026006838
0.0,0.003142733,-0.0024608125,0.0023344085
0.0,0.0033742595,-0.0022879096,0.0021449772
0.0,0.0027692728,-0.0021383082,0.0012412728
0.0,0.0028391958,-0.0019853667,0.0007205752
0.0,0.0026867308,-0.0018211188,0.00028462196
0.0,0.0022170502,-0.0016173084,-0.00034102282
0.0,0.002245871,-0.0012771089,-0.00043072892
0.0,0.0020454258,-0.00095985114,-0.00042806097
0.0,0.002033454,-0.0007093442,-0.0005347061
0.0,0.0019930797,-0.0004686845,-0.00082217884
0.0,0.0019900252,-0.00010357538,-0.00092557445
0.0,0.0017362529,0.00033554278,-0.0009263879
0.0,0.001604539,0.0007261577,-0.0011331873
0.0,0.0016066484,0.0010944736,-0.0012514276
0.0,0.0016096418,0.0014291534,-0.0012922522
0.0,0.0015506251,0.0017149978,-0.0013592216
0.0,0.001310648,0.002046089,-0.0016132188
0.0,0.0012540937,0.0025587317,-0.0018551552
0.0,0.0011684885,0.0030194472,-0.0018388974
0.0,0.0014637599,0.0033963593,-0.0018288702
0.0,0.0015086904,0.0036894742,-0.0015980387
0.0,0.001584092,0.0038408637,-0.0015409887
0.0,0.0019194271,0.0040101777,-0.0016159783
0.0,0.0018555158,0.0043271407,-0.0013878046
0.001475085,0.0020014003,0.006971883,0.0010505157
0.011205757,0.0019741305,0.014195962,0.0035114912
0.01722721,0.0017929759,0.028993716,0.0045240712
0.023097586,0.0019481734,0.055207618,0.0050096195
0.0351239,0.0018222292,0.077984385,0.003601783
0.053764272,0.0017561822,0.10414976,0.001203779
0.026051572,0.002002244,0.131144,-0.0014300711
0.02032249,0.0024141173,0.030590657,-0.0024904348
0.0293662,0.0030623823,0.008462656,-0.0015139491
0.034947272,0.0042198705,0.013928474,0.00053581083
0.037977047,0.0047397055,0.017729625,0.0006302977
0.0429751,0.0062481742,0.02163513,0.0006432714
0.052208375,0.007496566,0.028522681,0.0012296004
0.0684819,0.008944361,0.039483,0.0026814486
0.09074167,0.009912945,0.054851145,0.0035790524
0.115942724,0.012695735,0.0775663,0.0031717452
0.13990372,0.014543562,0.10051546,0.001006842
0.188979,0.017135657,0.129245,0.0012360935
0.21589974,0.020056712,0.18410265,0.0045065223
0.2726056,0.022561232,0.2170644,0.008902393
0.45763674,0.02324571,0.2783637,0.016058924
0.52040976,0.026707467,0.51388806,0.02794514
0.54032,0.032727532,0.58010685,0.028454803
0.5605577,0.035696317,0.5907059,0.028978439
0.5804893,0.037550002,0.60157275,0.030896422
0.599028,0.04290682,0.61335135,0.03352518
0.61682403,0.047531683,0.6263315,0.037855506
0.6345675,0.04988395,0.64006114,0.042963885
0.6506152,0.060795538,0.65341616,0.048154604
0.6649125,0.06598513,0.6664115,0.054956295
0.6779825,0.07387922,0.6791028,0.06166143
0.690596,0.07616722,0.6909645,0.06791066
0.7016073,0.081083305,0.7026197,0.07556518
0.7116095,0.083986714,0.7126773,0.08471665
0.72010726,0.090832144,0.72300154,0.09343582
0.727782,0.10331208,0.7328128,0.105198786
0.73416626,0.12192874,0.7418184,0.116533935
0.74005926,0.12419081,0.74934417,0.12694983
0.7440733,0.1342073,0.75577193,0.13558552
0.7465545,0.13365096,0.75857186,0.14542407
0.7485535,0.14258787,0.7602749,0.15126206
0.74903274,0.15310104,0.76119107,0.15933773
0.74850523,0.15555635,0.76101846,0.16778947
0.746604,0.15555137,0.7599237,0.17328405
0.74532104,0.16420627,0.7578299,0.17656465
0.7427255,0.163243,0.75553966,0.18303649
0.737927,0.16718602,0.7510816,0.18441753
0.7316478,0.18389301,0.7455855,0.18529429
0.72342026,0.19318822,0.7391176,0.19096711
0.71438575,0.190217,0.7313068,0.19300467
0.70372725,0.1810579,0.7230823,0.19314104
0.69307774,0.18303913,0.7115494,0.19207855
0.6804675,0.18670622,0.7005672,0.18984245
0.66710526,0.19719498,0.68774986,0.1891197
0.65336597,0.19347297,0.6744817,0.19399503
0.6372235,0.18160343,0.6607483,0.19341728
0.620202,0.18318099,0.6442602,0.18526803
0.60266626,0.18549083,0.62727743,0.17990337
0.583056,0.17463417,0.6102866,0.17593253
0.56298774,0.18660325,0.59146893,0.17291956
0.54130954,0.16505888,0.57147145,0.16883329
0.51855075,0.17019679,0.5492464,0.15920232
0.49382678,0.16765855,0.5272805,0.1536674
0.46783674,0.16973464,0.5041038,0.15011795
0.44060928,0.16224575,0.4806823,0.14753474
0.41267926,0.15655544,0.45325682,0.14489177
0.38680598,0.13205391,0.4238389,0.1387734
0.35670877,0.12607868,0.39433435,0.1153723
0.32564852,0.12431598,0.36566806,0.10037003
0.2936455,0.1138794,0.3362096,0.090870455
0.26127398,0.103741266,0.30850017,0.08275798
0.22835144,0.098615885,0.28021845,0.07653869
0.19573833,0.09029358,0.25293627,0.0682023
0.16368595,0.07788792,0.22470586,0.058842923
0.1322427,0.070222825,0.197059,0.047859553
0.10160785,0.061255395,0.16701914,0.039126683
0.07403488,0.05192652,0.13595688,0.031578716
0.050463676,0.04833735,0.10577802,0.026810534
0.032472804,0.03669404,0.079817206,0.024374532
0.020429036,0.03448244,0.056961853,0.021717397
0.0153708225,0.03020832,0.040077124,0.020495525
0.009980381,0.02380108,0.024688806,0.018948214
0.00165792,0.020970909,0.010256918,0.016807932
0.0,0.016277313,0.001814466,0.016683893
0.0,0.0147045,-0.004720236,0.017919581
0.0,0.011822317,-0.008550302,0.016180348
0.0,0.011900181,-0.0050488063,0.015338168
0.0,0.011435926,-0.0027508074,0.0145058865
0.0,0.009939618,-0.0013778904,0.014008812
0.0,0.009686534,-0.0012906194,0.012679447
0.0,0.008467213,-0.0012680627,0.011673078
0.0,0.0077197566,-0.0013330131,0.010525766
0.0,0.007134199,-0.0013983608,0.009509675
0.0,0.006290849,-0.0014389043,0.008891034
0.0,0.0054000434,-0.0015340358,0.007963348
0.0,0.0052044117,-0.001446951,0.0072946055
0.0,0.004945249,-0.001392804,0.006178105
0.0,0.0042233,-0.0013109593,0.0054165814
0.0,0.004267807,-0.0012145303,0.004448114
0.0,0.0041488074,-0.0011463327,0.0038016806
0.0,0.0035852336,-0.0011126996,0.0032577463
0.0,0.002925755,-0.0010790541,0.0021998493
0.0,0.0030318012,-0.0010114277,0.0016754507
0.0,0.002602038,-0.0010597261,0.0009178477
0.0,0.0024566054,-0.0010705107,0.0006625552
0.0,0.0021670402,-0.001136051,0.00011908643
0.0,0.0017643577,-0.0010290856,0.0001748655
0.0,0.0016232105,-0.00094232365,5.0303075e-05
0.0,0.0015481673,-0.0008284665,8.670487e-05
0.0,0.0014332717,-0.0007308019,-8.414218e-05
0.0,0.0016643286,-0.00058075355,-1.2221137e-05
0.0,0.001543878,-0.0004923587,1.726267e-05
0.0,0.0015964094,-0.00042062832,2.1372385e-05
0.0,0.0011991825,-0.0003561374,-5.5945588e-05
0.0,0.0012021395,-0.0002401568,-0.00027571473
0.0,0.0012646815,-9.3169416e-05,-0.00027362024
0.0,0.0014088142,2.8312177e-05,-0.00026941494
0.0,0.0011371563,0.00013509131,-0.00026145985
0.0,0.0010018225,0.00023878466,-0.00049421296
0.0,0.0009790045,0.00042382584,-0.00057961815
0.0,0.0010082333,0.00058919133,-0.0005913474
0.0,0.00092488574,0.0007301686,-0.0006127562
0.0,0.0009448834,0.00086383807,-0.00063646276
0.0,0.00078191335,0.0009844598,-0.0007543207
0.0,0.00077640236,0.0011856904,-0.0010589501
0.0,0.00073700177,0.0014460196,-0.0010921999
0.0,0.00072773726,0.0016627134,-0.0011076343
0.0,0.00073748216,0.0018367091,-0.0011592346
0.0,0.0007069897,0.0020259412,-0.0011861277
0.0,0.00085304835,0.002183763,-0.0012566455
0.0,0.00080554653,0.0023686676,-0.0012820298
0.0,0.00067646004,0.002521063,-0.0013566371
0.0,0.0007109311,0.0027106893,-0.0014007561
0.0,0.00071641395,0.0028811647,-0.0014903158
0.0,0.00062981376,0.0030992397,-0.0015484943
0.0,0.00070461,0.003295612,-0.0016265891
0.0,0.0007440981,0.0034604373,-0.0017285593
0.0,0.00073141465,0.0036472417,-0.0018084924
0.0,0.0008877939,0.003818512,-0.0019144136
0.0,0.0007806953,0.00402909,-0.0019525622
0.0,0.00086617353,0.004256714,-0.0018826441
0.0,0.00094428204,0.004347198,-0.0016735103
0.0,0.00097248366,0.0043364074,-0.0016113073
0.0,0.00095003523,0.004357567,-0.0016771522
0.0014094501,0.000892022,0.008634186,0.0010399597
0.010512493,0.0008506828,0.01743866,0.0043526283
0.0163285,0.00087618857,0.038256705,0.0061670304
0.021609508,0.0009860185,0.06619834,0.006010898
0.03365925,0.00092464534,0.09199799,0.003955129
0.052314628,0.00092266727,0.11986194,0.0008936164
0.0759285,0.0010441038,0.1498833,-0.0007474678
0.103429176,0.0012168643,0.18277502,-0.00047079712
0.13462538,0.0018442245,0.21638396,0.00029553985
0.1665522,0.0021810418,0.24933939,0.00083034794
0.19926122,0.0028929897,0.28492606,0.0017412895
0.23243694,0.0033468793,0.31698343,0.0023113587
0.2660785,0.0042692046,0.34631008,0.0025773412
0.2992515,0.0057172743,0.37619746,0.0023902871
0.33103573,0.0064513776,0.40322483,0.0025341962
0.362528,0.008842276,0.4288094,0.0027606678
0.39304826,0.009750861,0.45589644,0.004103215
0.42213675,0.011482869,0.47710317,0.005711826
0.450674,0.014025768,0.49572238,0.0069494382
0.47783378,0.017794209,0.5142838,0.008467528
0.503197,0.020902408,0.5319587,0.009834923
0.52760476,0.021624813,0.54901695,0.011173242
0.5498747,0.026104564,0.56781846,0.013596945
0.5707133,0.029967347,0.58562404,0.0170666
0.5910088,0.032918796,0.60259044,0.021108562
0.6102445,0.037208304,0.61896807,0.025597157
0.6280218,0.043472268,0.6343604,0.029791566
0.64516425,0.049062233,0.64943546,0.035511263
0.660547,0.05591741,0.66596085,0.04270855
0.6750335,0.059802342,0.67933553,0.04896643
0.688636,0.07110601,0.69173354,0.0561837
0.7008995,0.07897878,0.7041953,0.06381426
0.712359,0.08632209,0.7156477,0.07162351
0.722536,0.09025936,0.7262115,0.07940065
0.731666,0.10402741,0.7321077,0.08504073
0.7394835,0.110149264,0.7375593,0.09210995
0.7454367,0.117567964,0.74351346,0.10147799
0.7509465,0.1180563,0.74815845,0.11022274
0.75524324,0.12098706,0.7523298,0.116197184
0.7582885,0.121932,0.7557342,0.118763454
0.7600338,0.1295304,0.7585169,0.12451712
0.7608227,0.13092898,0.760033,0.12924239
0.75996524,0.1349722,0.7606658,0.13113439
0.75848174,0.1405322,0.76025224,0.13631228
0.7548685,0.1401501,0.75871897,0.14036892
0.7481892,0.13493845,0.7557718,0.14140615
0.74242103,0.15171789,0.75256264,0.14174862
0.73557603,0.15510914,0.7490217,0.14622569
